signatur,titel,place,date-issued,date-year,URN,Literatur,"Literatur, direkt Link",link-images,oai_id
Urk. 23,"Urkunde 23, 1337 Dezember 28, Niedersachsen und Hamburg",Niedersachsen,Datum anno domini M° CCC° XXX° VII° in die Innocentum,1337,urn:nbn:de:kobv:11-712887,"Die Urkundensammlung des Historischen Seminars der Friedrich-Wilhelms-Universität zu Berlin, heute in der Universitätsbibliothek der Humboldt-Universität, Zweigbibliothek Geschichte",https://www.digi-hub.de/viewer/image/BV046216108/94/,https://www.digi-hub.de/viewer/content/1600342161588/full/0/00000001.jpg|https://www.digi-hub.de/viewer/content/1600342161588/full/0/00000002.jpg|https://www.digi-hub.de/viewer/content/1600342161588/full/0/00000003.jpg,1600342161588
Urk. 76,"Urkunde 76, 1392 Februar 21, Niedersachsen",Niedersachsen,Datum anno domini M° CCC° nonagesimo secundo in profesto beati Petri quod  dicitur cathedra Petri,1392,urn:nbn:de:kobv:11-712888,"Die Urkundensammlung des Historischen Seminars der Friedrich-Wilhelms-Universität zu Berlin, heute in der Universitätsbibliothek der Humboldt-Universität, Zweigbibliothek Geschichte",https://www.digi-hub.de/viewer/image/BV046216108/95/,https://www.digi-hub.de/viewer/content/1600343377746/full/0/00000001.jpg|https://www.digi-hub.de/viewer/content/1600343377746/full/0/00000002.jpg|https://www.digi-hub.de/viewer/content/1600343377746/full/0/00000003.jpg,1600343377746
Urk. 91,"Urkunde 91, 1428 Januar 8, Niedersachsen",Niedersachsen,Gegeven is na Godesbort dusent veirhundert in dem achteundtwintigestem jare am  donnersdage na der hilgen drier Konninge dage,1428,urn:nbn:de:kobv:11-712891,"Die Urkundensammlung des Historischen Seminars der Friedrich-Wilhelms-Universität zu Berlin, heute in der Universitätsbibliothek der Humboldt-Universität, Zweigbibliothek Geschichte",https://www.digi-hub.de/viewer/image/BV046216108/98/,https://www.digi-hub.de/viewer/content/1600347882893/full/0/00000001.jpg|https://www.digi-hub.de/viewer/content/1600347882893/full/0/00000002.jpg|https://www.digi-hub.de/viewer/content/1600347882893/full/0/00000003.jpg,1600347882893
Urk. 81,"Urkunde 81, 1400 Juli 13, Niedersachsen",Niedersachsen,Ghegeven is na Godes bort unses Heren in deme veyrteynhunderdesten jare in  sunte Margareten daghe der hilghen juncvrowen,1400,urn:nbn:de:kobv:11-712889,"Die Urkundensammlung des Historischen Seminars der Friedrich-Wilhelms-Universität zu Berlin, heute in der Universitätsbibliothek der Humboldt-Universität, Zweigbibliothek Geschichte",https://www.digi-hub.de/viewer/image/BV046216108/96/,https://www.digi-hub.de/viewer/content/1600344211866/full/0/00000001.jpg|https://www.digi-hub.de/viewer/content/1600344211866/full/0/00000002.jpg|https://www.digi-hub.de/viewer/content/1600344211866/full/0/00000003.jpg,1600344211866
Urk. 158,"Urkunde 158, 1488 Juni 9, Niedersachsen",Niedersachsen,Gegeven na der gebort Christi dusent verhundert jare dar na in dem [...] achten  unde achtentigesten jare ame mandaghe na Bonifacij des hilgein martelers,1488,urn:nbn:de:kobv:11-712892,"Die Urkundensammlung des Historischen Seminars der Friedrich-Wilhelms-Universität zu Berlin, heute in der Universitätsbibliothek der Humboldt-Universität, Zweigbibliothek Geschichte",https://www.digi-hub.de/viewer/image/BV046216108/99/,https://www.digi-hub.de/viewer/content/1600348664721/full/0/00000001.jpg|https://www.digi-hub.de/viewer/content/1600348664721/full/0/00000002.jpg|https://www.digi-hub.de/viewer/content/1600348664721/full/0/00000003.jpg,1600348664721
Urk. 190,"Urkunde 190, 1538 Dezember 7, Niedersachsen",Niedersachsen,Gescheen und gegeven nach Christi unßes Hern gebortt im veffteinhundersten und  achtunddrittigsten jaren am avende Conceptionis Marie virginis,1538,urn:nbn:de:kobv:11-712904,"Die Urkundensammlung des Historischen Seminars der Friedrich-Wilhelms-Universität zu Berlin, heute in der Universitätsbibliothek der Humboldt-Universität, Zweigbibliothek Geschichte",https://www.digi-hub.de/viewer/image/BV046216108/100/,https://www.digi-hub.de/viewer/content/1601033276103/full/0/00000001.jpg|https://www.digi-hub.de/viewer/content/1601033276103/full/0/00000002.jpg|https://www.digi-hub.de/viewer/content/1601033276103/full/0/00000003.jpg,1601033276103
Urk. 221,"Urkunde 221, 1601 Januar 31, Hamburg",Hamburg,Geschehen den ein und dreissigsten Januarij anno Christi ein tausent sechshundert  und ein,1601,urn:nbn:de:kobv:11-712906,"Die Urkundensammlung des Historischen Seminars der Friedrich-Wilhelms-Universität zu Berlin, heute in der Universitätsbibliothek der Humboldt-Universität, Zweigbibliothek Geschichte",https://www.digi-hub.de/viewer/image/BV046216108/102/,https://www.digi-hub.de/viewer/content/1601036338426/full/0/00000001.jpg|https://www.digi-hub.de/viewer/content/1601036338426/full/0/00000002.jpg|https://www.digi-hub.de/viewer/content/1601036338426/full/0/00000003.jpg,1601036338426
Urk. 211,"Urkunde 211, 1591 April 5, Niedersachsen",Niedersachsen,Gescheen montags in den heiligen Ostern anno der weiniger zahl einundneunzigk,1591,urn:nbn:de:kobv:11-712905,"Die Urkundensammlung des Historischen Seminars der Friedrich-Wilhelms-Universität zu Berlin, heute in der Universitätsbibliothek der Humboldt-Universität, Zweigbibliothek Geschichte",https://www.digi-hub.de/viewer/image/BV046216108/101/,https://www.digi-hub.de/viewer/content/1601034957363/full/0/00000001.jpg|https://www.digi-hub.de/viewer/content/1601034957363/full/0/00000002.jpg|https://www.digi-hub.de/viewer/content/1601034957363/full/0/00000003.jpg|https://www.digi-hub.de/viewer/content/1601034957363/full/0/00000004.jpg,1601034957363
Urk. 47,"Urkunde 47, 1365 Februar 20, Westfalen",Westfalen,Datum Avinione X. kalendas ma[rtii/ii] [pontificatus] nostri anno tertio,1365,urn:nbn:de:kobv:11-712916,"Die Urkundensammlung des Historischen Seminars der Friedrich-Wilhelms-Universität zu Berlin, heute in der Universitätsbibliothek der Humboldt-Universität, Zweigbibliothek Geschichte",https://www.digi-hub.de/viewer/image/BV046216108/103/,https://www.digi-hub.de/viewer/content/1601558263612/full/0/00000001.jpg|https://www.digi-hub.de/viewer/content/1601558263612/full/0/00000002.jpg|https://www.digi-hub.de/viewer/content/1601558263612/full/0/00000003.jpg,1601558263612
Urk. 112,"Urkunde 112, 1451 Dezember 22, Coesfeld",Coesfeld,Datum anno domini M CCCC L primo feria quarta post Thome apostoli. ... Acta  fuerunt hec in domo confessoris sororum in Cosveldia ...,1451,urn:nbn:de:kobv:11-712918,"Die Urkundensammlung des Historischen Seminars der Friedrich-Wilhelms-Universität zu Berlin, heute in der Universitätsbibliothek der Humboldt-Universität, Zweigbibliothek Geschichte",https://www.digi-hub.de/viewer/image/BV046216108/105/,https://www.digi-hub.de/viewer/content/1601641469353/full/0/00000001.jpg|https://www.digi-hub.de/viewer/content/1601641469353/full/0/00000002.jpg|https://www.digi-hub.de/viewer/content/1601641469353/full/0/00000003.jpg,1601641469353
Urk. 3,"Urkunde 3, 1149 Januar 15, Magdeburg",Magdeburg,Data XVIII kalendas februarii anno dominice incarnationis M° C° XL° VIIII° indictione  Xa  anno autem pontificatus domini Fritherici Magdeburgensis archiepiscopi VII°.  Actum Magdeburg in dei nomine feliciter amen,1149,urn:nbn:de:kobv:11-712926,"Die Urkundensammlung des Historischen Seminars der Friedrich-Wilhelms-Universität zu Berlin, heute in der Universitätsbibliothek der Humboldt-Universität, Zweigbibliothek Geschichte",https://www.digi-hub.de/viewer/image/BV046216108/107/,https://www.digi-hub.de/viewer/content/1602676836048/full/0/00000001.jpg|https://www.digi-hub.de/viewer/content/1602676836048/full/0/00000002.jpg|https://www.digi-hub.de/viewer/content/1602676836048/full/0/00000003.jpg,1602676836048
Urk. 173,"Urkunde 173, 1503 Mai 21, Lebus",Lebus,Datum castro nostro Lubus dominica vocem Jocunditatis anno domini millesimo-  quingentesimo tercio,1503,urn:nbn:de:kobv:11-712929,"Die Urkundensammlung des Historischen Seminars der Friedrich-Wilhelms-Universität zu Berlin, heute in der Universitätsbibliothek der Humboldt-Universität, Zweigbibliothek Geschichte",https://www.digi-hub.de/viewer/image/BV046216108/112/,https://www.digi-hub.de/viewer/content/1602679020380/full/0/00000001.jpg|https://www.digi-hub.de/viewer/content/1602679020380/full/0/00000002.jpg|https://www.digi-hub.de/viewer/content/1602679020380/full/0/00000003.jpg,1602679020380
Urk.5,"Urkunde 5, 1246 Juli 19, Magdeburg",Magdeburg,"Datum Magdeburg per manum Thitmari notarii anno gratie M CC XLVI , XIIII kalen-das augusti pontificatus nostri anno XII",1246,urn:nbn:de:kobv:11-712928,"Die Urkundensammlung des Historischen Seminars der Friedrich-Wilhelms-Universität zu Berlin, heute in der Universitätsbibliothek der Humboldt-Universität, Zweigbibliothek Geschichte",https://www.digi-hub.de/viewer/image/BV046216108/110/,https://www.digi-hub.de/viewer/content/1602677886928/full/0/00000001.jpg|https://www.digi-hub.de/viewer/content/1602677886928/full/0/00000002.jpg|https://www.digi-hub.de/viewer/content/1602677886928/full/0/00000003.jpg,1602677886928
Urk. 101,"Urkunde 101, 1444 Oktober 22 , Thüringen",Thüringen,Gegeben ist an sente Severi tage episcopi anno domini M°CCCC° XL° quarto,1444,urn:nbn:de:kobv:11-712930,"Die Urkundensammlung des Historischen Seminars der Friedrich-Wilhelms-Universität zu Berlin, heute in der Universitätsbibliothek der Humboldt-Universität, Zweigbibliothek Geschichte",https://www.digi-hub.de/viewer/image/BV046216108/115/,https://www.digi-hub.de/viewer/content/1602681180287/full/0/00000001.jpg|https://www.digi-hub.de/viewer/content/1602681180287/full/0/00000002.jpg|https://www.digi-hub.de/viewer/content/1602681180287/full/0/00000003.jpg,1602681180287
Urk. 109,"Urkunde 109, 1449 Mai 26, Thüringen",Thüringen,Datum anno domini M° CCCC° XLIX° deß nehisten tages noch Urbani deß  heylghen bobyst,1449,urn:nbn:de:kobv:11-712932,"Die Urkundensammlung des Historischen Seminars der Friedrich-Wilhelms-Universität zu Berlin, heute in der Universitätsbibliothek der Humboldt-Universität, Zweigbibliothek Geschichte",https://www.digi-hub.de/viewer/image/BV046216108/117/,https://www.digi-hub.de/viewer/content/1602683452686/full/0/00000001.jpg|https://www.digi-hub.de/viewer/content/1602683452686/full/0/00000002.jpg|https://www.digi-hub.de/viewer/content/1602683452686/full/0/00000003.jpg,1602683452686
Urk. 108,"Urkunde 108, 1449 Mai 2 , Thüringen",Thüringen,Datum anno domini M° CCCC° XLIX° def nehisten fritages noch Walpurgis,1449,urn:nbn:de:kobv:11-712931,"Die Urkundensammlung des Historischen Seminars der Friedrich-Wilhelms-Universität zu Berlin, heute in der Universitätsbibliothek der Humboldt-Universität, Zweigbibliothek Geschichte",https://www.digi-hub.de/viewer/image/BV046216108/116/,https://www.digi-hub.de/viewer/content/1602682489609/full/0/00000001.jpg|https://www.digi-hub.de/viewer/content/1602682489609/full/0/00000002.jpg|https://www.digi-hub.de/viewer/content/1602682489609/full/0/00000003.jpg,1602682489609
Urk. 124,"Urkunde 124, 1465 Oktober 9, Thüringen",Thüringen,Datum ipso die sancti Dyonisii episcopi anno domini M° CCCC° LX° quinto,1465,urn:nbn:de:kobv:11-712936,"Die Urkundensammlung des Historischen Seminars der Friedrich-Wilhelms-Universität zu Berlin, heute in der Universitätsbibliothek der Humboldt-Universität, Zweigbibliothek Geschichte",https://www.digi-hub.de/viewer/image/BV046216108/119/,https://www.digi-hub.de/viewer/content/1602851016953/full/0/00000001.jpg|https://www.digi-hub.de/viewer/content/1602851016953/full/0/00000002.jpg|https://www.digi-hub.de/viewer/content/1602851016953/full/0/00000003.jpg,1602851016953
Urk. 130,"Urkunde 130, 1470 November 22, Thüringen",Thüringen,Gegebin ist nach Cristi unsers Hern geburt tusintvierhundert darnach in dem  sobinczigsten jare uff donnerstag nach Elizabeth der heiligen frawen,1470,urn:nbn:de:kobv:11-712937,"Die Urkundensammlung des Historischen Seminars der Friedrich-Wilhelms-Universität zu Berlin, heute in der Universitätsbibliothek der Humboldt-Universität, Zweigbibliothek Geschichte",https://www.digi-hub.de/viewer/image/BV046216108/120/,https://www.digi-hub.de/viewer/content/1602852388649/full/0/00000001.jpg|https://www.digi-hub.de/viewer/content/1602852388649/full/0/00000002.jpg|https://www.digi-hub.de/viewer/content/1602852388649/full/0/00000003.jpg,1602852388649
Urk. 116,"Urkunde 116, 1457 September 17, Thüringen",Thüringen,Datum ipso die sancti Lampperti episcopi anno domini M° CCCC° L° septimo,1457,urn:nbn:de:kobv:11-712935,"Die Urkundensammlung des Historischen Seminars der Friedrich-Wilhelms-Universität zu Berlin, heute in der Universitätsbibliothek der Humboldt-Universität, Zweigbibliothek Geschichte",https://www.digi-hub.de/viewer/image/BV046216108/118/,https://www.digi-hub.de/viewer/content/1602850147218/full/0/00000001.jpg|https://www.digi-hub.de/viewer/content/1602850147218/full/0/00000002.jpg|https://www.digi-hub.de/viewer/content/1602850147218/full/0/00000003.jpg,1602850147218
Urk. 137,"Urkunde 137, 1474 Oktober 19, Thüringen",Thüringen,Gegeben nach Cristi unßers Hern geburdt tusent vierhundirt jare darnach yn deme  vierundesobentzigisten jare uff mittewoch nehist nach Galli,1474,urn:nbn:de:kobv:11-712940,"Die Urkundensammlung des Historischen Seminars der Friedrich-Wilhelms-Universität zu Berlin, heute in der Universitätsbibliothek der Humboldt-Universität, Zweigbibliothek Geschichte",https://www.digi-hub.de/viewer/image/BV046216108/123/,https://www.digi-hub.de/viewer/content/1602854795963/full/0/00000001.jpg|https://www.digi-hub.de/viewer/content/1602854795963/full/0/00000002.jpg|https://www.digi-hub.de/viewer/content/1602854795963/full/0/00000003.jpg|https://www.digi-hub.de/viewer/content/1602854795963/full/0/00000004.jpg,1602854795963
Urk. 140,"Urkunde 140, 1475 Mai 9, Thüringen",Thüringen,Gegebin nach Cristi unßers Hern geburdt tusent vierhundirt jare darnach yn deme  funffundesobentzigisten jare uff dinstag nehist nach Johannis ante portam latine,1475,urn:nbn:de:kobv:11-712941,"Die Urkundensammlung des Historischen Seminars der Friedrich-Wilhelms-Universität zu Berlin, heute in der Universitätsbibliothek der Humboldt-Universität, Zweigbibliothek Geschichte",https://www.digi-hub.de/viewer/image/BV046216108/124/,https://www.digi-hub.de/viewer/content/1603457172991/full/0/00000001.jpg|https://www.digi-hub.de/viewer/content/1603457172991/full/0/00000002.jpg|https://www.digi-hub.de/viewer/content/1603457172991/full/0/00000003.jpg,1603457172991
Urk. 132,"Urkunde 132, 1471 September 19, Thüringen",Thüringen,Gegebin ist nach Christi geburt thusentffierhundirt darnach in deme eynundesueb-  benczigisten jare an deme donnerstage nach deme tage sancti Lamperti des heilgen  bisschoffen,1471,urn:nbn:de:kobv:11-712938,"Die Urkundensammlung des Historischen Seminars der Friedrich-Wilhelms-Universität zu Berlin, heute in der Universitätsbibliothek der Humboldt-Universität, Zweigbibliothek Geschichte",https://www.digi-hub.de/viewer/image/BV046216108/121/,https://www.digi-hub.de/viewer/content/1602853117018/full/0/00000001.jpg|https://www.digi-hub.de/viewer/content/1602853117018/full/0/00000002.jpg|https://www.digi-hub.de/viewer/content/1602853117018/full/0/00000003.jpg,1602853117018
Urk. 136,"Urkunde 136, 1474 Juli 23, Thüringen",Thüringen,Gegebin nach Cristi unßers Hern geburdt tusent vierhundirt jare darnach in deme  vierundesobentzigisten jare uff sonabint nehist vor Jacobi,1474,urn:nbn:de:kobv:11-712939,"Die Urkundensammlung des Historischen Seminars der Friedrich-Wilhelms-Universität zu Berlin, heute in der Universitätsbibliothek der Humboldt-Universität, Zweigbibliothek Geschichte",https://www.digi-hub.de/viewer/image/BV046216108/122/,https://www.digi-hub.de/viewer/content/1602854268915/full/0/00000001.jpg|https://www.digi-hub.de/viewer/content/1602854268915/full/0/00000002.jpg|https://www.digi-hub.de/viewer/content/1602854268915/full/0/00000003.jpg,1602854268915
Urk. 149,"Urkunde 149, 1478 Oktober 27, Thüringen",Thüringen,Gegebin nach Cristi unßers Hern geburdt tusent vierhundirt jare darnach in deme  achtundesobentzigisten jare uff dinstag vigilia sanctorum Symonis et Jude aposto-  lorum,1478,urn:nbn:de:kobv:11-712944,"Die Urkundensammlung des Historischen Seminars der Friedrich-Wilhelms-Universität zu Berlin, heute in der Universitätsbibliothek der Humboldt-Universität, Zweigbibliothek Geschichte",https://www.digi-hub.de/viewer/image/BV046216108/127/,https://www.digi-hub.de/viewer/content/1603458662115/full/0/00000001.jpg|https://www.digi-hub.de/viewer/content/1603458662115/full/0/00000002.jpg|https://www.digi-hub.de/viewer/content/1603458662115/full/0/00000003.jpg,1603458662115
Urk. 145,"Urkunde 145, 1477 September 22, Thüringen",Thüringen,Gegebin nach Cristi unßers Hern geburdt tusent vierhundirt jare darnach in deme  sobinundesobentzigisten jare uff den montag nehist nach Lamperti,1477,urn:nbn:de:kobv:11-712943,"Die Urkundensammlung des Historischen Seminars der Friedrich-Wilhelms-Universität zu Berlin, heute in der Universitätsbibliothek der Humboldt-Universität, Zweigbibliothek Geschichte",https://www.digi-hub.de/viewer/image/BV046216108/126/,https://www.digi-hub.de/viewer/content/1603458280686/full/0/00000001.jpg|https://www.digi-hub.de/viewer/content/1603458280686/full/0/00000002.jpg|https://www.digi-hub.de/viewer/content/1603458280686/full/0/00000003.jpg,1603458280686
Urk. 143,"Urkunde 143, 1476 Dezember 17, Thüringen",Thüringen,Gegeben nach Cristi unßers Hern geburdt tusent vierhundirt jare darnach yn deme  sechßundesobentzigisten jare uff dinstag nehist nach Lucie virginis et cetera,1476,urn:nbn:de:kobv:11-712942,"Die Urkundensammlung des Historischen Seminars der Friedrich-Wilhelms-Universität zu Berlin, heute in der Universitätsbibliothek der Humboldt-Universität, Zweigbibliothek Geschichte",https://www.digi-hub.de/viewer/image/BV046216108/125/,https://www.digi-hub.de/viewer/content/1603457748946/full/0/00000001.jpg|https://www.digi-hub.de/viewer/content/1603457748946/full/0/00000002.jpg|https://www.digi-hub.de/viewer/content/1603457748946/full/0/00000003.jpg,1603457748946
Urk. 156,"Urkunde 156, 1487 November 22, Thüringen",Thüringen,Gescheen uff donnerstag noch Elizabeth in deme sobinundeachczigesten jore der  mynner zcael,1487,urn:nbn:de:kobv:11-712946,"Die Urkundensammlung des Historischen Seminars der Friedrich-Wilhelms-Universität zu Berlin, heute in der Universitätsbibliothek der Humboldt-Universität, Zweigbibliothek Geschichte",https://www.digi-hub.de/viewer/image/BV046216108/128/,https://www.digi-hub.de/viewer/content/1603802006771/full/0/00000001.jpg|https://www.digi-hub.de/viewer/content/1603802006771/full/0/00000002.jpg|https://www.digi-hub.de/viewer/content/1603802006771/full/0/00000003.jpg,1603802006771
Urk. 178,"Urkunde 178, 1512 März 30, Thüringen",Thüringen,Geben nach Crist geburt unßers Hern tausent funffhundertt zweylff jar am dinstag  nach Judica in der heilgen fasten,1512,urn:nbn:de:kobv:11-712948,"Die Urkundensammlung des Historischen Seminars der Friedrich-Wilhelms-Universität zu Berlin, heute in der Universitätsbibliothek der Humboldt-Universität, Zweigbibliothek Geschichte",https://www.digi-hub.de/viewer/image/BV046216108/130/,https://www.digi-hub.de/viewer/content/1603804365119/full/0/00000001.jpg|https://www.digi-hub.de/viewer/content/1603804365119/full/0/00000002.jpg|https://www.digi-hub.de/viewer/content/1603804365119/full/0/00000003.jpg|https://www.digi-hub.de/viewer/content/1603804365119/full/0/00000004.jpg,1603804365119
Urk. 161,"Urkunde 161, 1489 Juni 13, Thüringen",Thüringen,Gegebin nach Cristi unßers liben Heren gepurth als man schreib tusint vierhundert  darnach yn deme nuenundeachtzigistim iare uff sonnabendt nehist vor dem sontage  genant der heiligin Drivaldikeyt et cetera,1489,urn:nbn:de:kobv:11-712947,"Die Urkundensammlung des Historischen Seminars der Friedrich-Wilhelms-Universität zu Berlin, heute in der Universitätsbibliothek der Humboldt-Universität, Zweigbibliothek Geschichte",https://www.digi-hub.de/viewer/image/BV046216108/129/,https://www.digi-hub.de/viewer/content/1603803118819/full/0/00000001.jpg|https://www.digi-hub.de/viewer/content/1603803118819/full/0/00000002.jpg|https://www.digi-hub.de/viewer/content/1603803118819/full/0/00000003.jpg,1603803118819
Urk. 184,"Urkunde 184, 1523 August 28, Thüringen",Thüringen,Geben freytag nach Bartholomei apostoli nach Christi geburt tausent funfhundert  und in dem dreyundzwenzigsten jare,1523,urn:nbn:de:kobv:11-712949,"Die Urkundensammlung des Historischen Seminars der Friedrich-Wilhelms-Universität zu Berlin, heute in der Universitätsbibliothek der Humboldt-Universität, Zweigbibliothek Geschichte",https://www.digi-hub.de/viewer/image/BV046216108/131/,https://www.digi-hub.de/viewer/content/1603805228378/full/0/00000001.jpg|https://www.digi-hub.de/viewer/content/1603805228378/full/0/00000002.jpg|https://www.digi-hub.de/viewer/content/1603805228378/full/0/00000003.jpg,1603805228378
Urk. 186,"Urkunde 186, 1524 Februar 20, Thüringen",Thüringen,Geben sonnabent nach Invocavit nach Christi geburt tausent funfhundert und in  dem vierundzwenzigsten,1524,urn:nbn:de:kobv:11-712950,"Die Urkundensammlung des Historischen Seminars der Friedrich-Wilhelms-Universität zu Berlin, heute in der Universitätsbibliothek der Humboldt-Universität, Zweigbibliothek Geschichte",https://www.digi-hub.de/viewer/image/BV046216108/132/,https://www.digi-hub.de/viewer/content/1603806454794/full/0/00000001.jpg|https://www.digi-hub.de/viewer/content/1603806454794/full/0/00000002.jpg|https://www.digi-hub.de/viewer/content/1603806454794/full/0/00000003.jpg|https://www.digi-hub.de/viewer/content/1603806454794/full/0/00000004.jpg,1603806454794
Urk. 223,"Urkunde 223, 1610 April 8, Erfurt",Erfurt,Actum Erffordt in die Resurrectionis domini nach Christi unsers Herren undt Selig-  machers geburdt im sechtzehenhunderten undt zehenden jhare,1610,urn:nbn:de:kobv:11-712951,"Die Urkundensammlung des Historischen Seminars der Friedrich-Wilhelms-Universität zu Berlin, heute in der Universitätsbibliothek der Humboldt-Universität, Zweigbibliothek Geschichte",https://www.digi-hub.de/viewer/image/BV046216108/133/,https://www.digi-hub.de/viewer/content/1603807738710/full/0/00000001.jpg|https://www.digi-hub.de/viewer/content/1603807738710/full/0/00000002.jpg|https://www.digi-hub.de/viewer/content/1603807738710/full/0/00000003.jpg|https://www.digi-hub.de/viewer/content/1603807738710/full/0/00000004.jpg|https://www.digi-hub.de/viewer/content/1603807738710/full/0/00000005.jpg|https://www.digi-hub.de/viewer/content/1603807738710/full/0/00000006.jpg,1603807738710
Urk. 225,"Urkunde 225, 1623 Oktober 24, Thüringen",Thüringen,Actum freittages war der vierundtzwantziegste monatstagk Octobris nach Christi  unsers Herren undt Seliegmachers geburdt im sechtzehenhunderten drey undt  zwantziegsten jhare,1623,urn:nbn:de:kobv:11-712989,"Die Urkundensammlung des Historischen Seminars der Friedrich-Wilhelms-Universität zu Berlin, heute in der Universitätsbibliothek der Humboldt-Universität, Zweigbibliothek Geschichte",https://www.digi-hub.de/viewer/image/BV046216108/135/,https://www.digi-hub.de/viewer/content/1604059925388/full/0/00000001.jpg|https://www.digi-hub.de/viewer/content/1604059925388/full/0/00000002.jpg|https://www.digi-hub.de/viewer/content/1604059925388/full/0/00000003.jpg|https://www.digi-hub.de/viewer/content/1604059925388/full/0/00000004.jpg,1604059925388
Urk. 4,"Urkunde 4, [1227 September 14], Erfurt",Erfurt,[Nach 1227 September 14],1227,urn:nbn:de:kobv:11-712990,"Die Urkundensammlung des Historischen Seminars der Friedrich-Wilhelms-Universität zu Berlin, heute in der Universitätsbibliothek der Humboldt-Universität, Zweigbibliothek Geschichte",https://www.digi-hub.de/viewer/image/BV046216108/136/,https://www.digi-hub.de/viewer/content/1604060968371/full/0/00000001.jpg|https://www.digi-hub.de/viewer/content/1604060968371/full/0/00000002.jpg|https://www.digi-hub.de/viewer/content/1604060968371/full/0/00000003.jpg,1604060968371
Urk.95,"Urkunde 95, 1433  Juli 28, Erfurt",Erfurt,Gegebin nach Cristi geburt vierczenhundert jare in deme dryundedryRigesten jare  am dinstage nach sendte Jacoffs tage dez heilgin zcwolffboten,1433,urn:nbn:de:kobv:11-712993,"Die Urkundensammlung des Historischen Seminars der Friedrich-Wilhelms-Universität zu Berlin, heute in der Universitätsbibliothek der Humboldt-Universität, Zweigbibliothek Geschichte",https://www.digi-hub.de/viewer/image/BV046216108/140/,https://www.digi-hub.de/viewer/content/1604389519793/full/0/00000001.jpg|https://www.digi-hub.de/viewer/content/1604389519793/full/0/00000002.jpg|https://www.digi-hub.de/viewer/content/1604389519793/full/0/00000003.jpg,1604389519793
Urk. 26,"Urkunde 26, 1339 Juli 17, Erfurt",Erfurt,Actum et datum Erfordie anno domini M° CCC° XXXIX° sabbato proximo post  festum sancte Margarete,1339,urn:nbn:de:kobv:11-712991,"Die Urkundensammlung des Historischen Seminars der Friedrich-Wilhelms-Universität zu Berlin, heute in der Universitätsbibliothek der Humboldt-Universität, Zweigbibliothek Geschichte",https://www.digi-hub.de/viewer/image/BV046216108/138/,https://www.digi-hub.de/viewer/content/1604061585359/full/0/00000001.jpg|https://www.digi-hub.de/viewer/content/1604061585359/full/0/00000002.jpg|https://www.digi-hub.de/viewer/content/1604061585359/full/0/00000003.jpg,1604061585359
Urk. 103,"Urkunde 103, 1445 April 18, Erfurt",Erfurt,Gegebin nach Christi unßers [Herrn] gebort virczenhundert darnach yn deme  fuenffundvirczigesteme iare am suntage als man singet Jubilate deo in der heiligen  kerchin,1445,urn:nbn:de:kobv:11-712994,"Die Urkundensammlung des Historischen Seminars der Friedrich-Wilhelms-Universität zu Berlin, heute in der Universitätsbibliothek der Humboldt-Universität, Zweigbibliothek Geschichte",https://www.digi-hub.de/viewer/image/BV046216108/141/,https://www.digi-hub.de/viewer/content/1604391363607/full/0/00000001.jpg|https://www.digi-hub.de/viewer/content/1604391363607/full/0/00000002.jpg|https://www.digi-hub.de/viewer/content/1604391363607/full/0/00000003.jpg,1604391363607
Urk. 89,"Urkunde 89, 1424 März 10, Erfurt",Erfurt,Gegebin nach Cristi gebort vierczenhundert jar in deme vierundeczwenczigesten  jare am nesten fritage nach Esto michi,1424,urn:nbn:de:kobv:11-712992,"Die Urkundensammlung des Historischen Seminars der Friedrich-Wilhelms-Universität zu Berlin, heute in der Universitätsbibliothek der Humboldt-Universität, Zweigbibliothek Geschichte",https://www.digi-hub.de/viewer/image/BV046216108/139/,https://www.digi-hub.de/viewer/content/1604062376666/full/0/00000001.jpg|https://www.digi-hub.de/viewer/content/1604062376666/full/0/00000002.jpg|https://www.digi-hub.de/viewer/content/1604062376666/full/0/00000003.jpg,1604062376666
Urk. 33,"Urkunde 33, 1352 Juli 8, Thüringen",Thüringen,Daz si geschen sint na Gotis geburt thusent jar dry hundert jar in dem cweyunde-  fumfzichistem jare an dem suntage des heyligen tage sente Kyliani,1352,urn:nbn:de:kobv:11-712996,"Die Urkundensammlung des Historischen Seminars der Friedrich-Wilhelms-Universität zu Berlin, heute in der Universitätsbibliothek der Humboldt-Universität, Zweigbibliothek Geschichte",https://www.digi-hub.de/viewer/image/BV046216108/145/,https://www.digi-hub.de/viewer/content/1604394002577/full/0/00000001.jpg|https://www.digi-hub.de/viewer/content/1604394002577/full/0/00000002.jpg|https://www.digi-hub.de/viewer/content/1604394002577/full/0/00000003.jpg,1604394002577
Urk. 56,"Urkunde 56, 1370 Juni 8, Thüringen",Thüringen,Anno domini M° CCC° LXX sabato in septimana penthecostes,1370,urn:nbn:de:kobv:11-712998,"Die Urkundensammlung des Historischen Seminars der Friedrich-Wilhelms-Universität zu Berlin, heute in der Universitätsbibliothek der Humboldt-Universität, Zweigbibliothek Geschichte",https://www.digi-hub.de/viewer/image/BV046216108/149/,https://www.digi-hub.de/viewer/content/1604395747133/full/0/00000001.jpg|https://www.digi-hub.de/viewer/content/1604395747133/full/0/00000002.jpg|https://www.digi-hub.de/viewer/content/1604395747133/full/0/00000003.jpg,1604395747133
